Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
6534,10.0,0.5173,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ta vaksin sinovac atau astrazeneca
6535,4.0,0.6684,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",di twitter hiburan film basket football meme dan lain-lain dan lain-lain di instagram vaksin covid berita duka artis liburan leha
6536,9.0,0.4479,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",dikabarin emak besok pagi dapat jatah vaksin covid deg deg an tidak takut disuntik tapi lebih takut dikerumunan orang banyak pasti banyak yang antri nanti moga besok agak sepi tertawa
6537,9.0,0.4427,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",iya sih tapi aku sudah x konsul eh aku bingung mau vaksin merk apa tapi yang bagus yang mana disruh orng rumah yang vaksin sinovac sih
6538,7.0,0.328,"vaksin, sinovac, pfizer, varian, covid, efektif, tahap, uji, cegah, corona",aku baca literatur dicantumin bahwa efektivitasnya bagusan astrazeneca zenecca soalnya dalam astrazeneca zenecca ini virus coronanya dilemahkan kalau vaksin sinovac itu virus corona yang mati semoga bermanfaat fess
6539,10.0,0.8485,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kemarin aku vaksin sinovac pertama dan jadwal vaksin yang kedua hari kemudian
6540,10.0,0.3152,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",dan komentar situ bakal di baca sm orang yang belum vaksin terus jadi ragu mau vaksin kan jadinya menghambat pemerintah dalam melaksanakan vaksin covid jadi sebelum komen tolong dipikir dulu jempol jangan lebih cepat dr otak
6541,9.0,0.8708,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",efek samping vaksin covid tuh kayaknya buat gabut juga
6542,10.0,0.6638,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",lah pada vaksin cacar juga masih kena cacar kan sami mawon sama vaksin covid vaksin tuh seperti helm kamu masih bisa jatoh kalau pakai helm yang pakai helm terus meninggal juga ada kan apa lantas helm tidak berguna
6543,9.0,0.7391,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",tuhkan lapar lagi sumpa ini vaksin covid apa vaksin kenyang sih
6544,4.0,0.4882,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",rs di sby sudah ada yang buka vaksin covid gotong royong pakai sinopharm hrg dibawah jt untuk x dosis
6545,4.0,0.8701,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",siapakah nama dokter yang menyuntikkan vaksin covid pertama kali di indonesia
6546,5.0,0.3539,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",efek vaksin astrazeneca sampe jantung berdebar normal tidak si
6547,10.0,0.7881,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",hari ini baru vaksin covid kok tidak ada gejala seperti orang yang sampai demam apa yang tadi disuntikin vitamin c yah hmm
6548,4.0,0.8047,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",susahnya di sini mau buat visa schengen untuk antar anak sekolah konon harus vaksin covid dulu mb padahal saya sekeluarga termasuk yang merasa tidak perlu
6549,4.0,0.5162,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",coba via aplikasi jaki om cari yang deket domisili saja dengan search via google maps vaksin covid inshaallah dapat sesuai dan deket
6550,9.0,0.7727,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",hai kakak aku dapat vaksin sinovac
6551,10.0,0.6422,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",di online sudah ada mas kalau saya ini vaksin sinovac mas
6552,10.0,0.3949,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",jarak vaksin sinovac dosis ke tuh berapa lama sih kok aku barusan dapat notif kalau dipercepat jadi cuma jarak minggu
6553,4.0,0.5218,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pada sibuk buat vaksin covid sampai lupa vaksin imunisasi bayi sudah tidak ada
6554,4.0,0.3661,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin sinopharm yang aku tahu karyawan di grup rge dan bakrie sudah dapat banyak yang daftar tapi kayaknya dapetnya bergantung ke kedekatan sama kadin ada opsi cansino juga tapi barangnya belum ada
6555,9.0,0.4848,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",aku bahkan pengennya vaksin astrazeneca tapi di tangsel kayaknya semua sinovac
6556,10.0,0.3587,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",jumat vaksin sinopharm sekarang flu ditambah pms semoga tidak drop saya takut asli deh
6557,10.0,0.4493,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",antigen negatif si bungsu positif berobat karena batuk pilek tidak kunjung sembuh sudah mu pagi penciuman hilang malam antigen positif tumbang juga kalah juga yang sudah vaksin sinovac x mohon doanya agar keluarga kami sembuh iya teman-teman terima kasih
6558,7.0,0.4245,"vaksin, sinovac, pfizer, varian, covid, efektif, tahap, uji, cegah, corona",aku sudah daftar sudah kali vaksin sinovac mar apr kmaren
6559,4.0,0.4938,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sejauh pengetahuan saya vaksin sinovac baru diuji untuk umur tahun sampai tahun correct me if i'm wrong apakah bangsa kita akan dijadikan ujicoba satu yang saya bingung kok bisa varian baru masuk ke nkri memang tidak ada karantina apa kabar gugus tugas covid plis minta penjelasannya
6560,4.0,0.6321,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",kalau orang sudah dua kali vaksin covid apakah tetap butuh surat negatif covid tiap mereka mau bepergian
6561,10.0,0.448,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",eh aku masi bingung bedanya vaksin astrazeneca sama satine astrazeneca apa dh
6562,9.0,0.2879,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",untukmu vaksin corona itu penting tapi vaksin yang lainnya jangan kesampingkan juga dong masak vaksin buat balita sampai habis gara anggaran untuk vaksin dioptimalkan hanya buat covid dan pihak pemberi layanan kesehatan dasar tidak tahu sampai kapan vaksinnya ada
6563,4.0,0.4375,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",yuk buruan vaksin buat yang belum selagi vaksin gratis dan sebelum semua persyaratan administrasi ada syarat harus sudah vaksin covid selesai vaksin bukan berarti kita tidak bisa kena covid tapi gejala yang timbul bisa lebih ringan dan tidak sampai berujung kematian karena antibody dh punya rekaman
6564,1.0,0.451,"vaksin, sinovac, who, juni, guna, sinopharm, saudi, indonesia, tanggal, arab",bagaimana dengan sinovac sudah ada kajian nya belum saya sudah di vaksin sinovac sekitar bulan yang lalu berapa lama kira antibody saya bertahan
6565,4.0,0.6008,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin covid ada batas kadaluarsa data yang ada sinovac jt dosis astrazaneca sinopharm total jt vaksin yang digunakan baru jt thp amp masih banyak yang belum dipake fakta hari ini antar pemegang ktp dki mau suntik ke puskesmas rs semua menolak karena harus daftar online dl gagap teknologi
6566,9.0,0.6819,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",semoga bisa double vaksin astrazeneca juga deh
6567,4.0,0.9174,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",yang jelas ketua kpu tidak jadi ketua partai nya kan sudah iya sekarang mengantri vaksin covid gratis dulu kalau belum divaksin
6568,4.0,0.6768,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pokoknya kalau uang jangan dikasih karena pasti nanti dibuat untuk jalur sepeda tapi di berita itu disebutkan pemerintah pusat harus berkomunikasi soal kehalalan vaksin seolah selama ini pemerinta pusat merahasiakan tentang kehalalan vaksin vaksin astrazeneca yang kita mui haram tetap dipakai
6569,4.0,0.8863,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",walaupun semua khalayak disarankan vaksin covid muncul pertanyaan ini menurut kalian apakah kalian mau divaksin covid
6570,4.0,0.566,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",tenang pak jokowi rakyat siap mengamankan sampai akhir jabatan ke dua bicara omong mas sudah vaksin covid gratis belum awas iya kalau kepapar kasihan ortumu
6571,10.0,0.3851,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",alhamdulillah sudah dapat besok jdwl vaksi kedua di kantor dapat vaksin sinopharm
6572,5.0,0.4376,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",ternyata vaksin covid tidak seserem yang orang bilang anjing pas ditusuknya juga tidak sakit bnr seumur hidup ini pertama kalinya saya tidak menangis divaksin mnrt saya lebih sakit vaksin difteri dulu pas sama buat tangan jauh lebih pegal dr vaksin covid pokoknya pas ditusuk sakit banget fak ngilu
6573,4.0,0.8622,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",mau tanya dong art saya tidak punya ktp dan usianya sudah tua sedangkan untuk vaksin covid wajib memiliki ktp jadi saya mau membuatkan ktp untuk mereka mohon dibantu bagaimana caranya dan apa saja yang diperlukan terima kasih
6574,10.0,0.7727,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",pengaruh vaksin covid dia
6575,4.0,0.7529,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",selamat malam min untuk kegiatan vaksin covid bisakah masyarakat datang langsung ke mapolresta
6576,10.0,0.515,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",wkwkwkw mereka memberikan vaksin sinovac gratis buat membernya khusus green gold atau apalah itu padahal kan vaksin gratis ya
6577,10.0,0.7421,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",saya kemarin mendapat vaksin astrazeneca itu pun baru vaksin pertama sedangkan vaksin kedua nanti tanggal september berarti saya baru bisa donor kembali pada tanggal oktober iya terima kasih
6578,9.0,0.8701,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",sudah vaksin sinovac kali efek ngantuk sekali sama lapar bangett
6579,5.0,0.4894,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",vaksin sinovac nder tidak ada uang efek samping yang serius sih biasa saja aku ma mungkin bagaimana daya tahan tubuh kali yaa cuma tangan nya saja jadi pegal sama bekas nya lumayan kerasa sampai beberapa hari
6580,9.0,0.6744,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kalau sudah vaksin sinovac bisa vaksin lagi tidak astrazeneka contoh nya
6581,9.0,0.5663,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kakak sudah vaksin amp tidak ada efek apa vaksin sinovac
6582,10.0,0.7727,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kenapa orang pada bertanya kamu vaksin sinovac apa aztra
6583,5.0,0.7503,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",sudah vaksin sinovac vaksinasi ngantuuuk banget vaksinasi ngantuuuk parah sama pegal bekas suntikan tapiii setiap orang pasti beda efek
6584,5.0,0.801,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",mau share efek vaksin astrazeneca kemarin jam pertama ngantuk berat lapar jam kedua tidur pulas jam ketiga badan menggigil lengan bekas suntik linu jam keempat kepala pusing amp berat demam badan linu kedinginan disclaimer dampak berbeda bagi masing orang
6585,5.0,0.6994,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",mamah kemarin pagi vaksin sinovac terus sorenya sampai sekarang badannya panas c kepalanya pusing badaannya pada sakit iyasih tahu artinya vaksinnya bekerja tapi kasian melihat mama sakit
6586,10.0,0.4596,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ada yang taugaa vaksin astrazeneca di indo dimanaa tolong infonya yaaa yang tahu plis banget lagi butuuh cm benar yang astrazeneca doang bukan yang sinovac terima kasih
6587,5.0,0.5171,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",alhamdulillah ngan nyeri saetik di bagian bekas suntik bre tapi lamun pakai astrazeneca sampai meriangnya luar biasa bre harus minum parasetamol tertawa tapi ceuk baturan jepang urg vaksin sinovac tidak di percaya diditu mah
6588,10.0,0.6227,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",bolehh kakak saya baru terkapar gegara gerd minggu kemarin beres vaksin sinovac pertama pulang vaksin langsung pecicilan entah salah syapa
6589,5.0,0.7604,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",habis vaksin astrazeneca siang kepala pusing magrib badan hangat
6590,10.0,0.4638,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kok aku habis vaksin sinovac pulang bahkan jadi jauh produktif iya beberes rumah sambil setel lagu kpop sambil koreo dan karoke bahkan seger sekali tidak ada uang pegal pegelnya sama sekali
6591,4.0,0.4238,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",tadi pagi pas mau bawa anak ke rs buat imunisasi tetangga lho anak tahun sudah boleh vaksin covid memangnya saya eh maksudnya imunisasi was vaksin belongs to bayi dan balita now vaksin belongs to covid
6592,5.0,0.5272,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",aman vaksin piling bbrapa efek samping demam lemas ngantuk lapar ini vaksin sinovac
6593,4.0,0.4374,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",bytheway sudah pernah cobain tol sumatera sudah vaksin covid gratis belum jangan sok ganteng sama sok pintar jangan sampai saudaramu ortuku temenmu terpapar covid mari sama berdoa untuk keselamatan dan keamanan negeri ini oke
6594,4.0,0.6972,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",akuu belum belum bisa vaksin covid
6595,5.0,0.4377,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",di vaksin sinovac yang di rasakan itu ngantuuukk banget smpe hari bawaan nya mau tidur saja sudah sih itu saja nder
6596,5.0,0.5334,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",udahannya ngantuk dan lapar habis itu meriang aku tertawa vaksin sinovac iya
6597,10.0,0.5072,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",karena kalau sudah di vaksin covid rasa flu biasa tidak mematikan lagi
6598,9.0,0.5453,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",perlu berapa orang di sekitarmu yang meninggal supaya kamu tidak sembarangan mempengaruhi orang supaya tidak vaksin karena vaksin covid itu tidak perlu imun saja cukup hah
6599,4.0,0.8702,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",area magetan untuk vaksin covid dimana iya mohon infonya
6600,4.0,0.6217,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",iya kata siapa vaksin corona bisa mengahalagi terpapar dan kamu tahu lah kalau sinovac efikasinya terendah negara kamu tidak mampu buat vaksin dan beli pfizer moderna j amp j
6601,4.0,0.7526,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ini ancaman sanksi penolak vaksin covid dari denda hingga bansos dicabut pemerintah menerbitkan peraturan presiden nomor tahun tentang pengadaan vaksin dan pelaksanaan vaksinasi dalam rangka penanggulangan covid pada februari lalu
6602,5.0,0.3654,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",aku habis vaksin sinovac pertama seminggu kemudian tidak bisa nyium bau sama sekali tapi bisa ngerasa makanan hari kemudian minum dogan terus lusa baru bisa nyium lagi yang kedua aman nder
6603,5.0,0.8167,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",suami vaksin sinopharm min tidak ada uang efek yang kerasa sama sekali cuma pegal biasa di lengan yang disuntiknya
6604,9.0,0.5533,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",ini kamu vaksin sinovac ta saya jadinya ngopi hahahhaa moga aman deh
6605,5.0,0.4804,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",saya kg kena efek apa apa kelar vaksin sinovac dulu dikantor sekantoran jua kg ada efek yang bearti palingan bekas suntikan saja yang pegal sudah
6606,10.0,0.4904,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",sama case nya kaya abang saya mas abang saya vaksin sinovac hari yang lalu terus demam dan puncaknya semalem kejang tangan amp kakinya kaku terus saya bawa ke rs di periksa semuanya alhasil bahkan positif covid
6607,9.0,0.8187,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",oo sama berarti iya vaksin sinovac ini kayaknya
